"frame","seconds","leftfemurX","leftfemurY","leftfemurZ","rightfemurX","rightfemurY","rightfemurZ","waistX","waistY","waistZ","upperspineX","upperspineY","upperspineZ","rightshoulderX","rightshoulderY","rightshoulderZ","rightelbowX","rightelbowY","rightelbowZ","rightwristX","rightwristY","rightwristZ","leftshoulderX","leftshoulderY","leftshoulderZ","leftelbowX","leftelbowY","leftelbowZ","leftwristX","leftwristY","leftwristZ","neckX","neckY","neckZ","headbaseX","headbaseY","headbaseZ","sphnosetipX","sphnosetipY","sphnosetipZ","sphheadtopX","sphheadtopY","sphheadtopZ"
148,4.933,-12.77,-0.15,113.92,12.77,-0.13,113.91,0.00,0.13,130.96,0.13,0.79,149.36,18.74,3.78,166.16,26.99,15.10,137.88,7.67,33.33,152.45,-18.09,1.03,166.49,-27.63,10.46,137.93,-12.85,33.52,150.90,0.43,2.06,171.75,0.54,2.44,177.64,-0.34,20.49,186.90,0.82,10.58,209.15
149,4.967,-12.77,-0.15,113.92,12.77,-0.13,113.91,0.01,0.13,130.96,0.13,0.79,149.36,18.75,3.77,166.16,26.99,15.10,137.88,7.68,33.33,152.45,-18.08,1.03,166.49,-27.62,10.46,137.93,-12.85,33.52,150.90,0.44,2.06,171.75,0.55,2.44,177.64,-0.33,20.49,186.90,0.83,10.58,209.15
150,5.000,-12.77,-0.15,113.92,12.77,-0.13,113.91,0.01,0.13,130.96,0.13,0.79,149.36,18.75,3.77,166.16,26.99,15.10,137.88,7.68,33.33,152.45,-18.08,1.03,166.49,-27.62,10.46,137.93,-12.85,33.52,150.90,0.44,2.06,171.75,0.55,2.44,177.64,-0.33,20.49,186.90,0.83,10.58,209.15
151,5.033,-12.77,-0.15,113.92,12.77,-0.13,113.91,0.01,0.13,130.96,0.13,0.79,149.36,18.75,3.77,166.16,26.99,15.10,137.88,7.68,33.33,152.45,-18.08,1.03,166.49,-27.62,10.46,137.93,-12.85,33.52,150.90,0.44,2.06,171.75,0.55,2.44,177.64,-0.33,20.49,186.90,0.83,10.58,209.15
152,5.067,-12.77,-0.15,113.92,12.77,-0.13,113.91,0.00,0.13,130.96,0.13,0.79,149.36,18.74,3.78,166.16,26.99,15.10,137.88,7.67,33.33,152.45,-18.09,1.03,166.49,-27.63,10.46,137.93,-12.85,33.52,150.90,0.43,2.06,171.75,0.54,2.44,177.64,-0.34,20.49,186.90,0.82,10.58,209.15
153,5.100,-12.77,-0.15,113.92,12.77,-0.13,113.91,0.00,0.13,130.96,0.13,0.79,149.36,18.74,3.78,166.17,27.04,15.10,137.91,7.69,33.33,152.45,-18.09,1.03,166.50,-27.67,10.46,137.95,-12.88,33.52,150.90,0.43,2.06,171.75,0.54,2.44,177.64,-0.33,20.49,186.90,0.84,10.58,209.14
154,5.133,-12.77,-0.15,113.92,12.77,-0.13,113.91,0.00,0.13,130.96,0.13,0.79,149.36,18.74,3.78,166.17,27.04,15.10,137.91,7.69,33.33,152.45,-18.09,1.03,166.50,-27.67,10.46,137.95,-12.87,33.52,150.90,0.43,2.06,171.75,0.54,2.44,177.64,-0.33,20.49,186.90,0.84,10.58,209.14
155,5.167,-12.77,-0.15,113.92,12.77,-0.13,113.91,0.00,0.13,130.96,0.13,0.79,149.36,18.74,3.78,166.17,27.03,15.10,137.91,7.69,33.33,152.45,-18.09,1.03,166.50,-27.67,10.46,137.95,-12.87,33.52,150.90,0.43,2.06,171.75,0.54,2.44,177.64,-0.33,20.49,186.90,0.84,10.58,209.14
156,5.200,-12.77,-0.15,113.92,12.77,-0.13,113.91,0.00,0.13,130.96,0.13,0.79,149.36,18.75,3.78,166.18,27.05,15.10,137.92,7.70,33.33,152.45,-18.09,1.04,166.51,-27.68,10.46,137.96,-12.88,33.52,150.90,0.43,2.06,171.75,0.54,2.44,177.64,-0.32,20.49,186.90,0.85,10.58,209.14
157,5.233,-12.77,-0.15,113.92,12.77,-0.13,113.91,0.00,0.13,130.96,0.13,0.79,149.36,18.76,3.78,166.17,27.06,15.10,137.91,7.70,33.33,152.44,-18.08,1.04,166.53,-27.70,10.47,137.99,-12.88,33.52,150.90,0.45,2.06,171.75,0.56,2.44,177.64,-0.29,20.50,186.90,0.90,10.59,209.14
158,5.267,-12.77,-0.15,113.92,12.77,-0.13,113.91,0.00,0.13,130.96,0.13,0.79,149.36,18.76,3.78,166.17,27.06,15.10,137.91,7.70,33.33,152.44,-18.08,1.04,166.53,-27.70,10.47,137.99,-12.87,33.52,150.90,0.45,2.06,171.75,0.56,2.44,177.64,-0.29,20.49,186.90,0.90,10.58,209.14
159,5.300,-12.77,-0.15,113.92,12.77,-0.13,113.91,0.00,0.13,130.96,0.13,0.79,149.36,18.76,3.77,166.18,27.06,15.15,137.93,7.74,33.37,152.53,-18.08,1.04,166.53,-27.68,10.41,137.96,-12.83,33.50,150.79,0.45,2.06,171.75,0.57,2.44,177.64,-0.28,20.49,186.90,0.92,10.58,209.14
160,5.333,-12.77,-0.15,113.92,12.77,-0.13,113.91,0.00,0.13,130.96,0.13,0.78,149.36,18.77,3.75,166.20,27.00,15.38,138.05,7.97,33.61,153.00,-18.08,1.05,166.53,-27.48,10.08,137.79,-12.61,33.38,150.19,0.45,2.05,171.75,0.57,2.43,177.64,-0.25,20.47,186.92,0.96,10.53,209.15
161,5.367,-12.77,-0.15,113.92,12.77,-0.13,113.91,0.00,0.13,130.96,0.13,0.78,149.36,18.80,3.72,166.25,26.90,15.81,138.25,8.39,34.02,153.86,-18.08,1.07,166.54,-27.15,9.50,137.51,-12.22,33.16,149.15,0.46,2.04,171.75,0.59,2.41,177.64,-0.18,20.43,186.96,1.04,10.44,209.17
162,5.400,-12.77,-0.15,113.92,12.77,-0.13,113.91,0.00,0.13,130.96,0.13,0.77,149.36,18.83,3.67,166.31,26.76,16.43,138.56,8.99,34.57,155.09,-18.07,1.10,166.55,-26.72,8.67,137.16,-11.73,32.79,147.73,0.48,2.02,171.75,0.61,2.39,177.64,-0.09,20.39,187.01,1.17,10.33,209.19
163,5.433,-12.77,-0.15,113.92,12.77,-0.13,113.91,0.01,0.13,130.96,0.14,0.76,149.36,18.87,3.61,166.40,26.58,17.22,138.99,9.75,35.17,156.67,-18.06,1.14,166.56,-26.24,7.66,136.78,-11.16,32.26,146.03,0.49,2.00,171.75,0.63,2.35,177.64,0.02,20.32,187.08,1.31,10.18,209.22
164,5.467,-12.77,-0.15,113.92,12.77,-0.13,113.91,0.01,0.13,130.96,0.15,0.75,149.36,18.94,3.54,166.48,26.38,18.19,139.53,10.66,35.76,158.56,-18.03,1.17,166.57,-25.74,6.47,136.43,-10.58,31.55,144.14,0.53,1.97,171.75,0.69,2.31,177.64,0.18,20.24,187.16,1.51,10.01,209.25
165,5.500,-12.77,-0.15,113.92,12.77,-0.13,113.91,0.01,0.13,130.96,0.16,0.74,149.36,18.99,3.47,166.60,26.15,19.30,140.25,11.67,36.28,160.75,-18.02,1.22,166.58,-25.27,5.17,136.12,-10.05,30.66,142.14,0.54,1.94,171.75,0.71,2.27,177.65,0.30,20.16,187.25,1.68,9.81,209.29
166,5.533,-12.77,-0.15,113.92,12.77,-0.13,113.91,0.01,0.12,130.96,0.16,0.73,149.36,19.05,3.39,166.71,25.91,20.53,141.12,12.77,36.65,163.15,-18.00,1.26,166.60,-24.86,3.83,135.90,-9.58,29.64,140.18,0.56,1.90,171.75,0.75,2.22,177.65,0.46,20.06,187.35,1.88,9.58,209.32
167,5.567,-12.77,-0.15,113.92,12.77,-0.13,113.91,0.01,0.12,130.96,0.17,0.72,149.36,19.10,3.29,166.83,25.71,21.80,142.15,13.96,36.83,165.68,-18.00,1.33,166.60,-24.50,2.54,135.74,-9.15,28.54,138.29,0.57,1.88,171.75,0.78,2.18,177.65,0.62,19.97,187.44,2.06,9.38,209.36
168,5.600,-12.77,-0.15,113.92,12.77,-0.13,113.91,0.01,0.12,130.96,0.17,0.71,149.36,19.15,3.21,166.96,25.52,23.13,143.33,15.12,36.80,168.29,-17.98,1.38,166.61,-24.23,1.33,135.68,-8.84,27.42,136.60,0.59,1.85,171.75,0.81,2.13,177.65,0.77,19.87,187.54,2.26,9.15,209.39
169,5.633,-12.77,-0.15,113.92,12.77,-0.13,113.91,0.01,0.12,130.96,0.18,0.69,149.36,19.21,3.11,167.08,25.35,24.42,144.63,16.26,36.55,170.86,-17.97,1.43,166.62,-24.03,0.30,135.67,-8.62,26.38,135.19,0.61,1.81,171.76,0.84,2.08,177.65,0.93,19.76,187.64,2.46,8.91,209.43
170,5.667,-12.77,-0.15,113.92,12.77,-0.13,113.91,0.01,0.12,130.96,0.18,0.68,149.36,19.26,3.02,167.20,25.23,25.63,146.01,17.35,36.10,173.33,-17.95,1.48,166.63,-23.90,-0.49,135.70,-8.45,25.52,134.10,0.63,1.78,171.76,0.88,2.04,177.65,1.10,19.66,187.74,2.65,8.69,209.46
171,5.700,-12.77,-0.15,113.92,12.77,-0.13,113.91,0.01,0.12,130.96,0.19,0.67,149.36,19.31,2.93,167.31,25.15,26.72,147.42,18.33,35.49,175.60,-17.94,1.53,166.64,-23.84,-0.99,135.74,-8.34,24.94,133.39,0.65,1.74,171.76,0.91,1.99,177.65,1.24,19.56,187.83,2.83,8.47,209.48
172,5.733,-12.77,-0.15,113.92,12.77,-0.13,113.91,0.01,0.11,130.96,0.19,0.66,149.36,19.35,2.84,167.41,25.08,27.67,148.79,19.18,34.79,177.64,-17.92,1.56,166.65,-23.82,-1.15,135.77,-8.25,24.71,133.13,0.67,1.70,171.76,0.94,1.93,177.65,1.38,19.45,187.91,3.00,8.25,209.51
173,5.767,-12.77,-0.15,113.92,12.77,-0.13,113.90,0.01,0.11,130.96,0.20,0.65,149.36,19.39,2.78,167.50,25.04,28.46,150.05,19.89,34.08,179.38,-17.91,1.60,166.66,-23.83,-1.09,135.78,-8.18,24.72,133.13,0.68,1.68,171.76,0.96,1.90,177.66,1.49,19.38,187.98,3.13,8.09,209.53
174,5.800,-12.77,-0.15,113.92,12.77,-0.13,113.90,0.01,0.11,130.96,0.20,0.64,149.36,19.41,2.74,167.56,25.01,28.96,150.92,20.35,33.55,180.51,-17.90,1.62,166.67,-23.84,-1.05,135.79,-8.13,24.72,133.13,0.69,1.66,171.76,0.98,1.87,177.66,1.57,19.33,188.02,3.22,7.98,209.54
175,5.833,-12.77,-0.15,113.92,12.77,-0.13,113.90,0.01,0.11,130.96,0.20,0.64,149.36,19.42,2.74,167.58,24.99,29.12,151.19,20.47,33.37,180.84,-17.90,1.64,166.67,-23.85,-1.05,135.79,-8.12,24.71,133.12,0.69,1.67,171.76,0.98,1.88,177.66,1.58,19.33,188.02,3.23,7.98,209.54
176,5.867,-12.77,-0.15,113.92,12.77,-0.13,113.91,0.01,0.11,130.96,0.20,0.64,149.36,19.42,2.72,167.58,25.01,29.09,151.17,20.50,33.34,180.83,-17.90,1.65,166.67,-23.86,-1.04,135.80,-8.10,24.70,133.12,0.70,1.66,171.76,0.99,1.87,177.66,1.61,19.31,188.03,3.26,7.95,209.54
177,5.900,-12.77,-0.15,113.92,12.77,-0.13,113.91,0.01,0.12,130.96,0.20,0.65,149.36,19.42,2.72,167.58,25.02,28.98,150.99,20.42,33.41,180.61,-17.90,1.66,166.67,-23.87,-1.02,135.80,-8.09,24.70,133.11,0.69,1.67,171.76,0.99,1.88,177.66,1.62,19.31,188.04,3.27,7.94,209.54
178,5.933,-12.77,-0.15,113.92,12.77,-0.13,113.91,0.01,0.12,130.96,0.20,0.65,149.36,19.42,2.71,167.56,25.05,28.82,150.75,20.34,33.51,180.31,-17.90,1.67,166.68,-23.88,-1.01,135.81,-8.07,24.70,133.11,0.70,1.67,171.76,1.00,1.87,177.66,1.64,19.31,188.04,3.30,7.93,209.54
179,5.967,-12.77,-0.15,113.92,12.77,-0.13,113.91,0.01,0.12,130.96,0.20,0.65,149.36,19.42,2.70,167.55,25.07,28.69,150.57,20.26,33.60,180.08,-17.90,1.68,166.68,-23.88,-1.00,135.81,-8.06,24.69,133.11,0.70,1.67,171.76,0.99,1.87,177.66,1.65,19.30,188.05,3.30,7.92,209.55
180,6.000,-12.77,-0.15,113.92,12.77,-0.12,113.91,0.01,0.12,130.96,0.20,0.65,149.36,19.42,2.70,167.55,25.08,28.68,150.54,20.23,33.63,180.04,-17.90,1.70,166.68,-23.89,-0.99,135.81,-8.04,24.69,133.10,0.69,1.67,171.76,0.99,1.88,177.66,1.66,19.31,188.05,3.31,7.92,209.55
181,6.033,-12.77,-0.15,113.92,12.77,-0.12,113.91,0.00,0.12,130.96,0.19,0.65,149.36,19.41,2.70,167.55,25.08,28.76,150.68,20.22,33.63,180.19,-17.91,1.71,166.68,-23.90,-0.98,135.81,-8.03,24.69,133.10,0.69,1.67,171.76,0.99,1.88,177.66,1.67,19.31,188.05,3.31,7.92,209.55
182,6.067,-12.77,-0.15,113.92,12.77,-0.12,113.91,0.00,0.12,130.96,0.19,0.66,149.36,19.41,2.70,167.55,25.09,28.89,150.89,20.21,33.63,180.41,-17.91,1.71,166.68,-23.91,-0.97,135.81,-8.02,24.69,133.10,0.69,1.67,171.76,0.99,1.88,177.66,1.67,19.31,188.05,3.31,7.92,209.55
183,6.100,-12.77,-0.15,113.92,12.77,-0.12,113.91,0.00,0.13,130.96,0.19,0.66,149.36,19.41,2.71,167.56,25.09,29.01,151.08,20.20,33.65,180.62,-17.91,1.73,166.68,-23.92,-0.96,135.82,-8.01,24.69,133.10,0.69,1.68,171.76,0.98,1.89,177.65,1.68,19.32,188.05,3.31,7.92,209.55
184,6.133,-12.77,-0.15,113.91,12.77,-0.12,113.91,0.00,0.13,130.96,0.19,0.66,149.36,19.41,2.71,167.56,25.09,29.09,151.20,20.18,33.65,180.75,-17.92,1.73,166.68,-23.93,-0.95,135.82,-8.00,24.69,133.10,0.68,1.68,171.76,0.98,1.89,177.66,1.68,19.32,188.05,3.31,7.92,209.55
185,6.167,-12.77,-0.15,113.91,12.77,-0.12,113.91,-0.00,0.13,130.96,0.19,0.67,149.36,19.41,2.70,167.56,25.11,29.06,151.19,20.20,33.64,180.73,-17.91,1.76,166.68,-23.93,-0.92,135.82,-7.97,24.69,133.10,0.69,1.69,171.76,0.99,1.89,177.65,1.70,19.32,188.05,3.32,7.93,209.55
186,6.200,-12.77,-0.15,113.91,12.77,-0.12,113.92,-0.00,0.13,130.96,0.18,0.67,149.36,19.41,2.71,167.56,25.09,29.01,151.07,20.16,33.65,180.60,-17.92,1.76,166.68,-23.94,-0.92,135.82,-7.97,24.69,133.11,0.68,1.69,171.76,0.98,1.90,177.65,1.69,19.33,188.05,3.30,7.94,209.54
187,6.233,-12.77,-0.15,113.91,12.77,-0.12,113.92,-0.00,0.13,130.96,0.18,0.67,149.36,19.41,2.71,167.56,25.09,28.91,150.91,20.15,33.64,180.43,-17.92,1.76,166.69,-23.95,-0.90,135.83,-7.96,24.69,133.11,0.68,1.69,171.76,0.98,1.90,177.65,1.70,19.33,188.04,3.31,7.94,209.54
188,6.267,-12.77,-0.15,113.91,12.77,-0.12,113.92,-0.00,0.14,130.96,0.18,0.68,149.36,19.40,2.71,167.56,25.08,28.79,150.72,20.14,33.63,180.22,-17.92,1.78,166.69,-23.95,-0.89,135.83,-7.94,24.69,133.11,0.68,1.70,171.76,0.98,1.90,177.65,1.70,19.33,188.04,3.31,7.95,209.54
189,6.300,-12.77,-0.15,113.91,12.77,-0.12,113.92,-0.00,0.14,130.96,0.18,0.68,149.36,19.40,2.71,167.56,25.08,28.70,150.59,20.13,33.62,180.07,-17.92,1.79,166.69,-23.96,-0.88,135.83,-7.93,24.69,133.12,0.68,1.70,171.76,0.98,1.90,177.65,1.71,19.34,188.04,3.31,7.95,209.54
190,6.333,-12.77,-0.15,113.91,12.77,-0.12,113.92,-0.01,0.14,130.96,0.17,0.68,149.36,19.40,2.72,167.57,25.07,28.68,150.54,20.10,33.63,180.02,-17.93,1.79,166.69,-23.97,-0.86,135.83,-7.93,24.70,133.12,0.67,1.71,171.76,0.97,1.91,177.65,1.70,19.34,188.04,3.30,7.96,209.54
191,6.367,-12.77,-0.15,113.91,12.77,-0.12,113.92,-0.01,0.14,130.96,0.17,0.69,149.36,19.40,2.72,167.57,25.07,28.72,150.60,20.09,33.63,180.08,-17.93,1.81,166.69,-23.98,-0.85,135.83,-7.91,24.70,133.13,0.67,1.71,171.76,0.97,1.92,177.65,1.71,19.35,188.04,3.30,7.97,209.54
192,6.400,-12.77,-0.15,113.91,12.77,-0.12,113.92,-0.01,0.14,130.96,0.17,0.69,149.36,19.39,2.72,167.57,25.06,28.80,150.73,20.07,33.64,180.22,-17.94,1.81,166.69,-23.98,-0.83,135.83,-7.90,24.71,133.14,0.66,1.72,171.76,0.96,1.92,177.65,1.71,19.35,188.04,3.29,7.97,209.54
193,6.433,-12.77,-0.15,113.91,12.77,-0.12,113.92,-0.01,0.14,130.96,0.17,0.69,149.36,19.39,2.73,167.57,25.06,28.90,150.89,20.06,33.63,180.39,-17.94,1.82,166.69,-23.99,-0.82,135.83,-7.89,24.71,133.14,0.66,1.72,171.76,0.96,1.92,177.65,1.71,19.35,188.04,3.30,7.97,209.54
194,6.467,-12.77,-0.15,113.91,12.77,-0.12,113.92,-0.01,0.14,130.96,0.17,0.70,149.36,19.39,2.73,167.57,25.07,28.98,151.01,20.06,33.64,180.52,-17.94,1.83,166.69,-23.99,-0.80,135.83,-7.87,24.71,133.15,0.66,1.72,171.76,0.96,1.92,177.65,1.72,19.35,188.04,3.30,7.97,209.54
195,6.500,-12.77,-0.15,113.91,12.77,-0.12,113.92,-0.01,0.14,130.96,0.16,0.70,149.36,19.39,2.73,167.58,25.06,29.02,151.08,20.04,33.64,180.60,-17.94,1.84,166.69,-24.00,-0.79,135.83,-7.86,24.71,133.15,0.66,1.73,171.76,0.96,1.93,177.65,1.72,19.36,188.04,3.30,7.97,209.54
196,6.533,-12.77,-0.15,113.91,12.77,-0.12,113.92,-0.01,0.15,130.96,0.16,0.70,149.36,19.39,2.73,167.58,25.06,29.00,151.04,20.03,33.64,180.55,-17.94,1.85,166.69,-24.00,-0.78,135.83,-7.85,24.72,133.16,0.66,1.73,171.76,0.96,1.93,177.65,1.73,19.36,188.04,3.30,7.97,209.54
197,6.567,-12.77,-0.15,113.91,12.77,-0.12,113.92,-0.01,0.15,130.96,0.16,0.70,149.36,19.38,2.74,167.58,25.05,28.91,150.89,20.01,33.65,180.39,-17.95,1.86,166.69,-24.01,-0.76,135.83,-7.83,24.72,133.16,0.65,1.73,171.76,0.96,1.93,177.65,1.73,19.36,188.04,3.30,7.97,209.54
198,6.600,-12.77,-0.15,113.91,12.77,-0.12,113.92,-0.01,0.15,130.96,0.16,0.70,149.36,19.39,2.72,167.58,25.05,28.79,150.71,20.01,33.62,180.19,-17.94,1.86,166.69,-24.01,-0.75,135.83,-7.81,24.72,133.18,0.66,1.73,171.76,0.96,1.93,177.65,1.75,19.35,188.05,3.31,7.95,209.55
199,6.633,-12.77,-0.15,113.91,12.77,-0.12,113.92,-0.01,0.15,130.96,0.16,0.70,149.36,19.38,2.73,167.58,25.04,28.71,150.59,19.99,33.62,180.05,-17.94,1.86,166.69,-24.01,-0.74,135.83,-7.80,24.73,133.18,0.65,1.73,171.76,0.96,1.93,177.65,1.74,19.35,188.05,3.31,7.95,209.55
200,6.667,-12.77,-0.15,113.91,12.77,-0.12,113.92,-0.01,0.15,130.96,0.16,0.70,149.36,19.39,2.72,167.58,25.04,28.68,150.55,19.99,33.61,180.02,-17.94,1.86,166.69,-24.01,-0.73,135.83,-7.79,24.72,133.19,0.66,1.72,171.76,0.96,1.92,177.65,1.76,19.34,188.05,3.32,7.93,209.55
201,6.700,-12.77,-0.15,113.91,12.77,-0.12,113.92,-0.01,0.15,130.96,0.16,0.70,149.36,19.39,2.72,167.58,25.04,28.70,150.57,19.98,33.60,180.04,-17.94,1.87,166.69,-24.02,-0.72,135.83,-7.78,24.72,133.19,0.66,1.72,171.76,0.97,1.92,177.65,1.76,19.34,188.05,3.33,7.93,209.55
202,6.733,-12.77,-0.15,113.91,12.77,-0.12,113.92,-0.01,0.15,130.96,0.16,0.70,149.36,19.39,2.72,167.58,25.04,28.72,150.61,19.98,33.56,180.09,-17.94,1.87,166.69,-24.02,-0.71,135.83,-7.77,24.72,133.21,0.66,1.72,171.76,0.96,1.91,177.65,1.77,19.33,188.06,3.33,7.92,209.55
203,6.767,-12.77,-0.15,113.91,12.77,-0.12,113.92,-0.01,0.15,130.96,0.16,0.70,149.36,19.39,2.72,167.59,25.05,28.74,150.65,19.99,33.52,180.14,-17.94,1.87,166.69,-24.02,-0.70,135.83,-7.75,24.72,133.21,0.66,1.72,171.76,0.97,1.91,177.65,1.78,19.32,188.06,3.33,7.91,209.55
204,6.800,-12.77,-0.15,113.90,12.77,-0.12,113.92,-0.01,0.15,130.96,0.16,0.70,149.36,19.39,2.72,167.59,25.05,28.76,150.68,19.99,33.49,180.18,-17.94,1.88,166.69,-24.03,-0.70,135.83,-7.75,24.72,133.21,0.66,1.72,171.76,0.96,1.91,177.65,1.78,19.33,188.06,3.33,7.92,209.55
205,6.833,-12.77,-0.15,113.90,12.77,-0.12,113.92,-0.01,0.15,130.96,0.16,0.70,149.36,19.39,2.72,167.59,25.05,28.78,150.72,19.99,33.45,180.23,-17.94,1.87,166.69,-24.03,-0.69,135.83,-7.73,24.72,133.22,0.66,1.71,171.76,0.96,1.90,177.65,1.78,19.32,188.07,3.32,7.89,209.55
206,6.867,-12.77,-0.15,113.90,12.77,-0.12,113.92,-0.01,0.15,130.96,0.16,0.70,149.36,19.39,2.72,167.59,25.04,28.79,150.72,19.99,33.45,180.22,-17.94,1.88,166.69,-24.03,-0.69,135.83,-7.72,24.71,133.22,0.66,1.72,171.76,0.96,1.91,177.65,1.79,19.32,188.07,3.33,7.90,209.55
207,6.900,-12.77,-0.15,113.90,12.77,-0.12,113.92,-0.01,0.15,130.96,0.16,0.70,149.36,19.39,2.71,167.59,25.04,28.77,150.70,19.97,33.46,180.20,-17.94,1.88,166.69,-24.03,-0.68,135.83,-7.71,24.71,133.22,0.66,1.71,171.76,0.97,1.90,177.65,1.80,19.31,188.07,3.35,7.87,209.55
208,6.933,-12.77,-0.15,113.90,12.77,-0.12,113.92,-0.01,0.15,130.96,0.16,0.70,149.36,19.39,2.71,167.59,25.02,28.73,150.64,19.93,33.51,180.12,-17.94,1.88,166.69,-24.03,-0.68,135.83,-7.70,24.71,133.22,0.66,1.71,171.76,0.96,1.90,177.66,1.79,19.31,188.08,3.34,7.87,209.56
209,6.967,-12.77,-0.15,113.90,12.77,-0.12,113.92,-0.01,0.15,130.96,0.16,0.70,149.36,19.39,2.70,167.58,25.00,28.67,150.55,19.88,33.59,180.00,-17.94,1.88,166.69,-24.03,-0.67,135.83,-7.69,24.71,133.22,0.66,1.70,171.76,0.96,1.89,177.66,1.80,19.29,188.08,3.33,7.85,209.56
210,7.000,-12.77,-0.15,113.90,12.77,-0.12,113.92,-0.01,0.14,130.96,0.16,0.69,149.36,19.38,2.69,167.58,24.96,28.55,150.38,19.79,33.72,179.78,-17.94,1.88,166.69,-24.03,-0.68,135.83,-7.68,24.69,133.21,0.65,1.69,171.76,0.96,1.87,177.66,1.79,19.28,188.09,3.31,7.83,209.56
211,7.033,-12.77,-0.15,113.90,12.77,-0.12,113.92,-0.01,0.14,130.96,0.16,0.68,149.36,19.37,2.66,167.57,24.91,28.34,150.09,19.64,33.95,179.40,-17.95,1.87,166.68,-24.03,-0.71,135.82,-7.68,24.67,133.18,0.65,1.67,171.76,0.94,1.85,177.66,1.78,19.25,188.09,3.28,7.80,209.56
212,7.067,-12.77,-0.15,113.90,12.77,-0.12,113.92,-0.01,0.14,130.96,0.15,0.67,149.36,19.36,2.61,167.56,24.83,28.04,149.69,19.45,34.27,178.85,-17.96,1.87,166.68,-24.03,-0.74,135.82,-7.70,24.64,133.13,0.64,1.64,171.76,0.93,1.82,177.66,1.76,19.22,188.10,3.24,7.75,209.57
213,7.100,-12.77,-0.15,113.90,12.77,-0.12,113.92,-0.01,0.14,130.96,0.15,0.66,149.36,19.35,2.56,167.54,24.74,27.66,149.18,19.19,34.66,178.13,-17.97,1.85,166.67,-24.04,-0.79,135.82,-7.72,24.59,133.07,0.63,1.61,171.76,0.92,1.78,177.66,1.73,19.17,188.11,3.18,7.70,209.58
214,7.133,-12.77,-0.15,113.90,12.77,-0.12,113.93,-0.02,0.14,130.96,0.15,0.64,149.36,19.33,2.50,167.53,24.63,27.18,148.58,18.89,35.11,177.25,-17.98,1.84,166.67,-24.04,-0.85,135.81,-7.75,24.54,132.99,0.61,1.57,171.77,0.90,1.73,177.66,1.70,19.12,188.12,3.12,7.64,209.59
215,7.167,-12.77,-0.15,113.90,12.77,-0.12,113.93,-0.02,0.13,130.96,0.14,0.63,149.36,19.31,2.43,167.51,24.51,26.60,147.90,18.54,35.60,176.21,-17.99,1.82,166.66,-24.04,-0.92,135.81,-7.78,24.48,132.90,0.59,1.52,171.77,0.87,1.68,177.67,1.66,19.07,188.13,3.03,7.58,209.59
216,7.200,-12.77,-0.15,113.90,12.77,-0.12,113.93,-0.02,0.13,130.96,0.14,0.60,149.36,19.29,2.35,167.48,24.39,25.94,147.14,18.15,36.10,175.00,-18.00,1.80,166.65,-24.05,-1.00,135.81,-7.83,24.41,132.80,0.58,1.47,171.77,0.85,1.62,177.67,1.62,19.00,188.14,2.95,7.50,209.60
217,7.233,-12.77,-0.15,113.90,12.77,-0.12,113.93,-0.02,0.12,130.96,0.13,0.58,149.37,19.26,2.27,167.45,24.25,25.17,146.33,17.70,36.61,173.61,-18.02,1.78,166.64,-24.05,-1.10,135.80,-7.88,24.34,132.68,0.56,1.41,171.77,0.82,1.56,177.67,1.57,18.93,188.15,2.85,7.42,209.61
218,7.267,-12.77,-0.15,113.90,12.77,-0.12,113.93,-0.02,0.12,130.96,0.12,0.56,149.37,19.24,2.17,167.43,24.12,24.31,145.47,17.24,37.09,172.07,-18.04,1.76,166.63,-24.06,-1.19,135.79,-7.93,24.26,132.54,0.53,1.35,171.77,0.79,1.49,177.67,1.52,18.86,188.17,2.75,7.34,209.62
219,7.300,-12.77,-0.15,113.90,12.77,-0.12,113.93,-0.02,0.12,130.96,0.11,0.54,149.37,19.21,2.09,167.39,23.97,23.35,144.57,16.72,37.54,170.34,-18.06,1.74,166.62,-24.06,-1.30,135.79,-7.99,24.17,132.41,0.51,1.30,171.78,0.76,1.43,177.68,1.46,18.79,188.18,2.64,7.27,209.63
220,7.333,-12.77,-0.15,113.90,12.77,-0.12,113.93,-0.02,0.11,130.96,0.10,0.51,149.37,19.17,1.97,167.36,23.85,22.28,143.67,16.19,37.90,168.48,-18.08,1.72,166.61,-24.06,-1.41,135.78,-8.04,24.07,132.26,0.48,1.23,171.78,0.72,1.35,177.68,1.41,18.71,188.19,2.51,7.17,209.64
221,7.367,-12.77,-0.15,113.90,12.77,-0.12,113.93,-0.02,0.10,130.96,0.09,0.48,149.37,19.14,1.85,167.33,23.71,21.12,142.75,15.62,38.16,166.46,-18.11,1.68,166.59,-24.07,-1.53,135.77,-8.11,23.96,132.11,0.45,1.15,171.78,0.68,1.25,177.68,1.33,18.61,188.21,2.37,7.06,209.66
222,7.400,-12.77,-0.15,113.90,12.77,-0.13,113.93,-0.02,0.10,130.96,0.09,0.45,149.37,19.10,1.75,167.29,23.58,19.87,141.84,15.02,38.33,164.29,-18.12,1.65,166.58,-24.06,-1.68,135.77,-8.20,23.85,131.95,0.43,1.08,171.78,0.64,1.18,177.68,1.27,18.53,188.22,2.25,6.97,209.66
